ID,GSM1489980,GSM1489981,GSM1489982,GSM1489983,GSM1489984,GSM1489985,GSM1489986,GSM1489987,GSM1489988,GSM1489989,GSM1489990,GSM1489991,GSM1489992,GSM1489993,GSM1489994,GSM1489995,GSM1489996,GSM1489997,GSM1489998,GSM1489999,GSM1490000,GSM1490001,GSM1490002,GSM1490003,GSM1490005,GSM1490006,GSM1490007,GSM1490008,GSM1490009,GSM1490010,GSM1490011,GSM1490012,GSM1490013,GSM1490014,GSM1490015
RBM35B,0.383596897,0.01336342,-0.454635382,0,-0.098480389,0,-0.125895426,0.14856559,-0.16078943,-0.103629276,0.259482324,0,0.16270712,-1.773131609,0.041293412,0.078397982,0.559265018,0.681745589,0.546546161,-0.429281294,3.784931898,-0.929909289,-0.285160601,0.5437181,-0.425675839,-0.058444802,1.86512804,0.338893086,0.326340169,-0.450741559,-0.110766426,0.160113648,-0.031273261,0.239457905,-0.128566802
CLDN6,-2.08553648,0,-2.611748219,0,-1.621407628,0.441097677,-1.003552318,-2.131272078,0.451237679,0,-1.736039281,0,-1.09185791,-3.804489136,-1.860599518,-1.126998782,-0.932072341,-0.07869754,-1.827501178,-1.951200485,-0.89852792,-2.293651104,0.434909672,-0.211677298,-2.191100121,-2.239817619,-1.354663372,-1.83996594,-2.188905239,-2.164457321,-0.056972764,-2.084219694,-2.096745253,0.537220478,-1.035289526
TMCO4,-0.704286277,0.32127279,-0.089322492,-0.292414933,-0.76167208,0.295006752,-0.002125929,-0.249241024,-0.798925221,-0.245499507,0.472834408,2.895170927,-0.944070041,-1.568196177,-0.185292274,-0.314811319,-0.797238052,-0.771643877,0.702378154,-0.253813505,3.242991209,-0.827428401,-0.753552258,-0.4634417,0.032435637,-0.883011758,1.783623099,-0.753322184,-0.822122753,0.176673502,-0.426095545,-0.370991796,-0.985016942,-1.396811247,-0.309522539
TMCO3,0.708082318,0.375997305,0.068158686,0.432584763,0.838971496,-0.049456984,0.455747575,0.05429583,0.387211472,-0.041510366,0.047439706,-1.134774804,0.139290586,0.721835375,0.124845624,0.088654436,0.780103564,0.324232608,0.034045365,0.505043745,-1.883101821,0.327269554,0.587131143,0.588046253,0.448320657,0.898131549,0.326660484,0.053325467,0.197053879,0.005937816,0.467106014,0.134427458,0.018720368,0.095774345,0.4283337
TMCO1,-0.028505325,-0.150409535,0.3943398,0.140639544,0.274076164,0.888909876,0.342746735,0.506361663,0.263255626,0.848152757,-0.170450374,-1.002670646,0.111200109,0.394955605,0.576522052,0.245323792,-0.034942709,-0.026127582,-0.118847281,-0.028255166,-1.915106058,-0.050897803,0.121780261,0.51954937,-0.503277361,-0.157991618,-0.567990065,0.271302015,0.185422033,-0.901153505,0.107100219,-0.088204794,0.296897382,-0.134688511,0.024545142
FAM13A1,0.146092188,1.220016152,0.7667934,0,0.66515714,0.667793631,0.483111322,0.214269229,1.302229107,0.322211355,0.279661626,-0.227997748,0.391596526,0.593443588,0.25640678,0.4472958,0.450146318,0.623088688,-0.115465496,0.169025716,-0.393846646,0.676414138,0.579037312,0.155654196,0.412379218,0.038816285,-0.86068517,0.026594565,-0.293861643,0.481085323,-0.080070913,0.550869226,0.389357932,0.97893101,1.331835453
MAK10,0.160274222,-0.171827331,0.291015834,-0.07234855,0.045563765,-0.094387248,0.50112772,-0.054664787,0.169899806,-0.392910719,0.048577663,-1.042551637,0.292166024,-0.168706968,-0.037657283,-0.120623119,0.027417211,0.313066185,-0.102922477,0.296108186,-1.63414824,-0.332510769,0.118305273,0.063978411,-0.05345219,0.594339073,-0.770837665,-0.130848944,0.079137087,-0.100390062,-0.018134134,0.220917046,0.132052019,0.216020867,0.222367108
ACVR1,-0.029963211,0.742311656,0.660981119,0.791867916,0.558759317,0.839604765,0.387409423,0.213205301,0.860206038,0.8779127,0.392716393,1.042039216,-0.02383399,0.662760526,0.660235934,-0.043775559,0.259061122,0.710366607,0.29288745,0.909081459,1.310136616,1.098263309,1.203222037,0.577021381,0.588896916,-0.066619679,0.899637044,0.694624111,0.393297032,0.459629491,0.404784367,0.35683042,0.41205667,0.078811943,0.838115938
C8orf30A,-0.740590513,1.160472989,0.607745767,-0.665475786,-1.075558066,1.08726728,-0.131998628,-0.038412523,-0.849280119,0.809597373,0.966066301,3.211210728,-1.101168036,-1.271396279,-0.020580655,-0.61676389,-0.320492685,-0.224486515,1.443748355,-0.014520249,4.663390636,-0.196113899,-0.31931293,-0.374395519,0.333658248,-0.73641479,3.296301842,-0.4263978,-0.703952432,0.909851134,0.181588382,-0.155951887,-0.644000053,-0.932728112,-0.278775752
AASDHPPT,0.114308827,0.920214891,-0.583026171,0.402207404,0.613823831,1.286783099,1.003143549,0.926714122,1.169196248,-0.16602917,-0.570813119,-0.786544561,0.065906577,-0.064818762,1.169377089,1.356197238,0.524415195,0.886992693,0.50356245,0.214270398,-2.052909613,0.759518683,1.129699349,0.983555794,0.384925991,0.518265307,0.112841569,0.416658193,0.62182349,0.627887011,0,1.006620884,-0.205530331,1.028363943,-0.115860566
CLCN2,-0.107537836,-1.65882659,-0.611333847,-0.186103553,-0.469905257,-0.65331465,-0.400471747,-0.609134555,-0.31925419,-0.99369061,-0.700448215,-1.817177653,-0.618200362,-0.267403901,-1.240546703,0.19072473,-0.585514784,-0.625256002,-0.425946385,-1.147785187,-1.067355871,-0.516983569,-0.891110897,-0.82667923,-0.817234159,-0.573712885,0,-0.427810341,1.497307897,-0.676040769,0,0,0,0,-0.335867554
CLCN7,-0.255176663,-2.385544062,-0.3076621,-0.426865697,-0.289707452,-0.495035529,-0.516732097,-0.603738666,-0.637314916,0,-0.55777055,0,-0.424786806,0.330664992,0,0.298236907,-0.074993178,0.171354786,-0.135530025,-0.296901494,-0.513888955,0.070978813,0.070274428,0.007075595,-0.18682757,-0.153422832,-0.225355849,0.168145552,0.274773687,-0.026800584,-0.09747988,0.100921497,0.280537963,0.375635296,0.269403994
CLCN6,-0.182422131,0.358493686,0.196369901,0.823692322,-0.410461128,0.57263875,-0.109634914,-0.291756392,-0.929028988,-0.78457135,-0.073064983,-0.720944464,-0.128590956,0.066311926,-0.101549044,0.903812885,-0.442125559,-0.117887624,-0.012637976,-0.295795053,-0.506569684,-2.625142097,-0.615263164,-0.239713222,-0.159324631,-0.224257156,-0.328474075,-0.457076609,0.265525013,-0.15837042,-0.224438041,-0.00542626,-0.726709068,0.268682092,0.582874238
CLCN5,1.452170372,5.237878323,0,2.758758545,2.447041273,2.349803925,2.892158985,2.354477406,2.9650774,0,0.141091049,0,0.977019727,1.936692238,1.10065496,0.268717557,0.801998138,1.3669312,2.719518661,2.360227823,1.08925736,4.156604767,1.487030864,0.926138997,1.916093707,2.638464212,0.647251844,1.945444226,2.614661932,2.282692194,0.998520732,2.163067818,1.167470932,0.221579552,0
CLCN4,2.487064362,2.818191051,1.045286775,1.852915883,3.233972549,1.541359425,2.011687756,2.202711105,2.860411882,3.557537794,0.419562012,1.321997643,1.18664813,1.364518762,1.520602584,1.139039874,1.935415745,1.283657193,2.209207773,2.216765404,-0.194620922,1.922334194,2.176885366,2.18137002,1.87588203,1.660354495,1.020044684,1.451588511,2.087020159,1.8868047,2.440902948,2.016983509,1.757002115,2.216072798,2.115714073
LNX1,2.308353424,0.221771672,0.071857318,1.251612544,2.109826803,1.067514777,1.647531986,0.851656914,1.803582788,0.536607802,0.077273928,-0.480672538,1.512813449,1.592557311,0.616253853,1.221237302,0.625217021,0.769984126,0.200392351,0.60745728,-0.431802243,0.631288111,0.821061552,0.783804476,0.492030233,1.188500047,0.030282734,0.565060139,1.063152432,1.05815661,0.702665269,0.774730861,0.8001917,1.23223877,2.191300392
CYFIP2,-0.229912087,-0.761411428,-1.370605588,-1.581363678,-1.028942585,-1.376441717,0.698922157,0.102334976,-0.046408057,-0.690650702,-0.776955724,-2.462161541,0.070522942,-0.91151917,0.405801564,0,0.002208596,0.223676935,-0.376666397,-0.104783848,-1.081739426,-1.50163424,0.169671252,-0.551122844,0.20932962,0.721866906,1.104888916,0.463996351,0.581867337,-0.281005204,-0.021622382,-0.260904998,0.236466765,-1.283469439,0
CYFIP1,0.332190543,-0.061945487,1.250400305,0.403726697,0.024832197,0.205883965,0.586094022,0.642971218,0.729178548,0.255153745,0.386148095,-0.97063756,0.603066862,1.072386503,0.741284788,0.192494765,0.170001388,-0.070522808,0.093903802,0.150831237,-2.343437672,0.201909631,0.909496009,0.050189693,0.934278905,0.372927517,-0.65883404,0.756404042,0.829070151,0.430588543,0.973283529,-0.151117429,0.349972486,0.328560412,-0.043779556
SFRS10,0.327089133,0,0,0,0,0,0.27208129,0.222212702,0.156874865,0,-0.511831433,0,0.179103069,-0.387194798,0.22802756,0,0.172421024,1.123163283,0.386545799,-0.337986827,-1.324462891,-0.135768675,0.240597565,0,-0.133986688,0.090779709,-0.243381113,0.257587682,0,-0.256577529,0,0,0.243589662,0.759757653,0
SFRS11,-0.186772549,0.081790459,-0.452482415,-0.01619941,0.00460278,0.178626655,0.042218701,-0.128906019,-0.401074985,-0.62282363,-0.060354203,0,0.027123081,-0.40116835,0,0,0.121393189,0.247636415,-0.117566481,0.045420263,0.454229698,-0.448076747,-0.372011056,-0.243620091,-0.329910454,-0.253112715,-0.273666426,-0.100674279,-0.174207475,-0.123694405,-0.153331854,-0.021452949,-0.54188845,0.032199581,0
SFRS15,0.589338481,0.204638824,-0.489502072,0.403340429,0.790028572,1.622737646,0.210917816,0.504668534,0.541573107,0.190279111,0,0.785850167,0.521986365,0.276759624,0.161588445,0,0.058403023,0.096372887,0.489131182,0.244729161,0.675742567,0.204708815,0.240329951,0.39589721,-0.117572904,0,0.670231044,0.05792059,0.30814752,0.313399494,0.270198464,0.164199471,0.596491456,0.407203078,0
TMCC3,2.954265118,3.178501368,2.980648756,3.570868492,3.43940115,2.237430811,3.860304117,3.607674837,4.242848396,4.212425709,1.11668849,3.029531479,3.125622272,3.058432341,3.646711349,0,2.889298916,4.710818768,3.326735497,3.870589018,2.031795025,1.898435235,5.066135406,4.694905758,2.2272439,3.616061687,2.665770531,4.666222095,4.60945797,4.770270348,6.004636288,3.772882938,4.88838768,4.863573551,2.800246
TMCC1,-0.221222114,1.116360426,0.036134869,0.78785345,0.242244557,0.460129961,-0.228458956,-0.28504312,-0.083582491,1.237533749,-0.238945991,-0.099995196,-0.261178002,0.404094771,-0.112939716,-0.335505075,0.860737996,0.070989311,0.851117998,0,-0.157801911,0.56475623,0.014315874,0.248998598,1.165329427,-0.305280433,-0.60042131,0.127834499,-0.594060772,0.21367988,0.083299338,0.918484837,-0.417320296,-0.001484796,0.711171195
BTN3A1,-0.354747504,1.723425269,1.781607747,0.591275871,1.162935972,0.320782483,0.259556204,0.293785721,0.226932183,1.444073319,0,0.561878264,0.282233983,0.251330346,-0.065792412,0.260762423,-0.393519938,-0.105555974,0.255888611,0.04907259,0.321712583,0.312271118,0.131252736,-0.073626921,-0.027687293,0.351541072,0.075935677,-0.115500957,-0.177036643,-0.114351727,-0.448238462,0.146836534,-0.207742661,0.212975293,0
BTN3A3,-1.747374058,0.210872114,1.23293829,-0.84103924,-1.488975883,-1.974728942,-1.420109153,-0.991639256,-1.462968946,-1.668384314,0.092852607,-2.569355488,-0.874244392,1.093558192,-0.997517169,-0.438119918,-0.100573897,-2.08821559,-2.025759459,-1.532904506,-1.387241483,-0.641744077,-0.962644637,-1.224044919,-0.510048389,-1.316840649,-0.76253444,-1.755488038,-2.002338171,-1.519783735,-1.606071711,-0.74097997,-3.018287182,-1.779132247,-0.941566229
FXYD4,0.765718102,0,0.357206136,0,0.214096338,0.569272101,0.03807262,-0.149665967,-0.166696206,0,0,0,0.802669883,0,-0.396553159,-0.554322362,-0.066112041,-0.505100429,-0.134153411,-0.129909232,0.335740358,0.052256729,-0.585500062,0,0.155781701,-0.02421543,0.227692574,-0.155835256,-0.244074345,0,-2.790563822,-0.382894725,-0.313220561,0.084505223,-0.249459833
FXYD2,-1.415478945,0,-1.595772266,-1.326652169,-2.177087784,-0.525293767,-1.852106452,0.048194688,-2.228889704,-4.095504284,-1.076352596,0.337896198,0.688820243,-0.239391163,-1.368248463,-1.623302937,-0.916120291,-1.78066051,-1.306288719,-2.664952517,-1.514263749,-1.582733274,-2.520311832,-2.419380188,-1.997099161,4.779698372,0.972708404,-2.146584034,-2.103923321,-0.899341583,-2.309265375,-2.403560877,-2.364174128,-1.596424818,-0.361302286
FXYD1,0.265283078,0,0.489387929,1.209721446,0.778224707,0.105876401,-0.394369096,0.042772457,0.500973701,0.48198241,0.593384445,0,1.151606202,4.065631866,0.830742717,2.095672846,0.558252811,0.889291286,0.29669553,-0.587485492,1.275319695,1.109900594,0.608075321,0.892293394,1.493782401,0.054493278,0.222991377,1.090765834,2.021027565,0.93077755,0.971896946,0.495363623,0.865895391,1.14468658,0
FXYD6,0.934592665,-0.327857535,0.308072447,0.318726211,0.917549253,0.428455651,1.103161931,0.932882339,1.161434233,0.031544864,0.454874795,-0.265712798,0.948012874,1.548844897,0,0,1.709906804,1.381868363,0.880684137,1.263903625,0.4742032,2.287939787,1.564308726,2.10807259,2.104237318,1.836312384,1.4720264,1.753673684,1.391848505,0.657622635,0.928340316,1.298646286,-0.13180688,1.369267881,0
RNASET2,-1.082505927,-1.356718839,0,-1.229451776,-1.352508187,-0.524717123,-0.825079799,-0.797697023,-0.84267734,0,-0.443594962,-0.441962782,-0.933877438,-0.668854177,-0.300918646,-0.644389302,-0.64601408,-0.847487137,-0.491990417,-0.44968335,0.627776534,-0.602367372,-0.719795794,-0.686400652,-0.86014998,-0.707107917,0.056540698,-0.970883936,-0.826971859,-0.62295045,-0.984954506,-0.836428344,-1.186213643,-1.018588335,-1.004355044
MALT1,-0.193240076,-1.212451696,0.16116631,-0.22407797,-0.491293341,-0.038299076,-0.088752016,-0.504400432,-0.619932413,-1.239967704,-0.486797988,-0.898700058,0.088839598,0,-0.09778621,0.356266797,-0.150496453,-0.659917176,-0.515414059,0,-0.072815128,0.481130332,-0.300880939,-0.470939845,-0.427130759,-0.009872717,-0.585083306,-0.22083047,-0.069937281,-0.521487892,-0.561095119,-0.589411438,0,0,-0.234756008
LOC133993,-0.569576263,-2.578093767,-0.858578563,0.697271764,1.344765902,-2.468433857,0.628829896,0.234898105,0.717664182,-1.508326173,-1.053252816,0,0.632926881,0.45152238,0,0.247752085,-0.022388404,0.561541855,-1.578460336,-0.251872838,-1.44779253,-0.147596166,0.452884525,0.29767251,0.053539399,1.318694472,-1.811860085,0.038240574,0.490026742,-0.971358478,-0.00497595,0.483238608,0.526085377,0.396066368,0
FLYWCH1,0.813408971,-0.744876623,-0.369995624,-0.151052609,0.39783597,-0.412681371,-0.370164424,0.43669799,0.472936004,-0.187256142,0.100446798,-0.446207345,0.304129869,0.899478972,0.425161064,0.263089806,0.444765389,0.395716369,0.439967573,0.39258948,0.211908683,0.250518978,0.606980503,0.535523415,0.246474683,0.121545725,-0.175816089,1.022367835,1.035880327,0.470088959,0.541468084,0.789946556,0.741547763,1.249231458,-0.256946623
RNASEH1,0.668950558,0.103996955,-0.208708704,0.559636652,0.424456924,0.07171154,0.331905633,0.367635697,0.7730636,0.451319098,0.258351862,1.532229662,0.190441579,-0.076697528,0.149570644,0.227661744,0.038529962,0.228828862,0.861426711,0.850939691,1.882861376,0.226927996,0.343221456,0.528592706,0.429755062,0.357180595,1.338554621,0.378362954,0.070048206,0.553990543,0.389669806,0.04499463,0.332962334,0.028689338,0.506153166
FGF14,1.758128286,0.335332967,0,2.883707762,0,1.960488916,0.918105662,2.021136642,1.882640243,2.212562688,0.526962027,2.345248282,1.526132762,0,2.2454741,0.924694836,0.516965151,1.036680639,0.914548069,0.783797905,1.057346121,0.554544364,1.272367954,2.563042373,0.863791109,3.741465926,2.04132393,2.20399648,1.381299705,2.423712552,3.568917215,1.218832076,1.304433883,1.891866684,2.724196613
FGF18,0,0,0,0.663468778,0,0,-0.946747601,0,0.763917685,1.631994605,0,0,1.136100531,0.17898269,0,0,-0.019211391,-0.026691794,-0.741832852,-0.690535247,-0.083876148,-0.43435508,-0.421806037,-0.079977885,-0.363741904,0.015313801,-1.278419256,-0.044733644,0.361128598,-0.595762312,-0.20234783,0.185479447,0.61314863,0.661793232,3.208384752
FGF13,1.385934472,-1.205039144,-0.21966216,1.554756522,2.258268595,-0.570516944,0.989364445,0.781822383,2.196441174,1.086366892,0.062359903,-0.246924698,1.329610467,1.628480554,0.247051582,0.2969926,1.033782721,0.404716343,-0.222041234,-2.053296328,-0.206980839,3.360539675,1.882485867,0.055505436,1.764958858,0.149292648,-0.429185092,-0.422331035,0.283141732,1.666313171,1.100296855,-2.722102165,1.522093534,0.195176825,1.49157846
FGF12,1.460512579,0,-1.12532048,0.240339347,-0.213804722,-0.833884657,0.119186126,0.603514254,0.101906404,0,-1.700136841,0,0.452043138,0,0.569415063,0.321254358,0.660769366,0.047038078,-0.280299585,-0.732861579,0.046931863,1.691394329,0.90316993,1.178509116,0.210921251,2.306292892,-0.242001753,0.0984698,-0.150654085,0,0,-0.121392861,0,0,0
FGF11,0.311141759,-0.14787364,-0.854505062,0.509264469,0.140160844,-0.203046873,1.06656146,0.303766519,-0.227123499,-0.127374902,-0.144481346,-0.131457925,0.311475903,0.748336375,0.453811467,-0.216333643,-0.057142936,-0.152847528,0.113017529,0.26752159,-0.99221915,0.341633409,0.205906451,0.42508176,0.298849791,1.650075912,0.095070601,0.656985879,0.364334375,0.195281997,-0.009569867,0.110050328,-0.514305472,0.444604248,2.75666213
FGF10,-0.370124906,0.238149092,1.062869549,0.457462877,-0.466729313,0.333580285,-0.162352547,0.137782097,0.31799081,0.202830389,-0.0678216,0.532770753,0.277005136,0.929671824,0.381613016,-0.162272885,0.089383401,0.923973739,0.021187952,0.241256386,1.651681662,1.255908728,0.280619621,0.127597451,-0.109500721,-0.002363938,-8.33E-04,0.0677936,0.304493874,0.30081296,-0.124815047,0.023503371,1.137653112,0.539293349,0.083245054
LOC647254,-0.279182255,1.199871659,1.496527433,1.155990839,0.347824305,1.857430577,0.165458098,0.41611883,0.15493387,1.462359428,1.363377333,3.198704243,-0.37534973,0.118178748,-0.052658152,-0.333777398,-0.045630369,0.060109679,1.601983666,0.236994326,5.474689484,0.58079648,0.093772992,0.336520135,1.078180313,-0.089646935,2.960157394,-0.081420042,-0.211624712,0.66404134,-0.011320651,0.517620981,0.034061149,0.210653096,0
LOC647281,-0.250032365,0.090140775,0.356212795,0.238280952,0.286452889,-0.014373784,-0.092307605,-0.20641318,-0.008272247,-0.017687816,0.205953479,-0.250486225,0.082465351,0.232305452,-0.128763095,-0.244330823,-0.049359683,-0.141154319,-0.190056697,-0.317785144,-1.176532269,-0.073685303,-0.11385709,-0.057832778,-0.034639169,-0.069028899,-0.25803405,-0.122330584,-0.216436848,-0.31215927,-0.193694338,0.009592839,0.101372324,0.089444265,0.346279681
PIK4CB,0.437251151,-0.003840937,-0.425371557,-0.130218923,0.603287816,-0.387862861,-0.258717567,-0.009404199,0.520410478,-0.191708043,-0.135639325,-1.822207332,0.589134634,0.77324301,-0.113577165,0.791303098,-0.137616158,0.01925992,-0.690668702,0.362693161,-1.950597644,0.183062747,-0.06037936,-0.079997651,-0.166198954,0.196288779,-1.162643671,0.141109809,0.313765019,0,-0.258071691,-0.09762343,0.378384888,0.409914136,0.446947485
PIK4CA,-0.286423385,-0.581974149,-0.550808072,-1.053467751,-0.297168404,-1.252623916,0.005861663,-0.197801769,-2.054255009,-1.440152049,-0.904525697,-0.830935717,-0.452446818,-1.12373507,-0.931231022,-0.893495262,-0.370558292,0.05333088,-0.896158874,-0.939843297,-1.380926371,-1.155407429,-1.386657834,-0.735611975,-0.896153748,-0.257989645,-0.996525586,-0.417354107,-0.70823288,-0.478740901,-0.887758136,-0.611169755,0.025962941,-1.096817374,-1.200258851
XLKD1,0.827585876,0,3.888148546,0.665367246,2.328495026,1.208876252,-0.159082487,1.273817062,1.911748409,2.749006271,6.003303528,0,1.290040612,7.62775135,3.086338997,0.581231356,1.553570509,1.006658435,0.02836643,0.322501361,3.336565495,2.137541294,1.249893069,3.216061115,2.763046026,3.024997234,0.283508092,1.662928581,1.537100792,0.646867216,0,1.649549365,0,0,0
TMED2,0.206375375,-0.278470635,0.010706228,0.528586984,-0.059957128,-2.103147268,0.194869906,-0.004412407,0.29373762,0.083776884,0.322220773,-1.147060156,-0.086327054,0,0.220912203,0.252927601,0.280323446,-0.010821984,0.016219353,0.579001725,-2.314702988,0.548114896,0.525102019,0.475718141,0.486360997,0,-0.492985457,0.643336535,0.234229296,-0.693267822,0.957861125,0.085474856,0.034133922,0.61076051,0.21968852
TMED1,0.25912258,-2.04081583,-0.597281158,-0.515678227,-0.522195756,-1.091538072,0.236647427,-0.148260176,-0.151962742,-1.451816201,-0.849175453,-2.223906994,0.476137161,-0.422879636,0,-0.501530468,-0.444563359,-0.052113406,-1.508436441,-1.873203635,-1.264014959,-0.246888563,-0.509630442,-0.049071357,-0.683496773,-0.403435618,-1.479314446,-0.064958766,0.399181724,-0.941706121,-0.552946568,-0.867319345,-0.150462031,0.214895785,0
TMED9,0.347589225,2.483799219,0,0,1.079908252,0,0.777571142,0.565986395,1.50001502,1.203991532,1.391677976,0,1.21256268,0,0.355492651,0.149489149,0.156790674,0.477062553,-0.694221139,-0.101990603,-0.126305342,0.13651216,0.26132974,0.33844617,-0.198964357,0.42930609,-1.4761163,0.575833797,0,-0.692062318,-0.198240519,0.299541235,0.93855077,1.22089982,2.991890907
ACYP2,1.12253809,-0.907708168,0.807282329,0.716579378,0.121479623,-1.538377762,0.640004039,-0.667099059,0.204703212,-1.185522199,-0.348351806,-1.010182023,0.802772403,0.672740161,0.957033038,0.118793987,-0.723984957,-0.132725909,-0.933025002,0.019800812,-1.917107224,-0.576616943,0.004180237,0.242781878,-0.951678813,0.327087313,-1.415919662,-0.55132556,1.409247041,0.570215344,0.218627349,-0.082304507,1.65599978,1.297462463,0.353509128
ACYP1,-1.001517296,-0.286707133,-0.844597399,-0.934372425,-0.795594811,-1.710531712,-0.161709085,0.053077672,-0.111334451,-1.069024086,-0.665278673,-0.767101943,-0.597741961,-0.933187246,0.071011543,0.658227444,-0.27334711,-0.007750344,-0.485566229,-0.68808955,-0.990967989,-0.849466503,0.022207603,-0.598783672,-0.381518453,0.038855631,-0.825356424,-0.133703053,0.017093178,-1.151832342,-0.210482448,0.013690858,-0.56543386,0.321636558,-0.206812441
FGFR2,1.497990847,-0.922552764,-1.096973062,1.426096797,2.091361046,1.080017209,2.505296469,2.89133358,3.40245223,2.750670433,-0.93835479,0,2.615616798,1.401912928,1.672561646,0.668354094,1.976898551,3.736815691,1.133427739,3.075026274,0.101673372,0.876350045,4.191403866,2.824729204,0.719208777,2.374197483,-0.238589004,3.190105915,3.414780855,2.492338181,3.609767675,3.762994528,2.849270821,3.383841276,0.916272342
FGFR1,-0.569067319,0.315618197,-1.150718332,-0.761621912,-0.731464068,0.708145499,0.031787395,-0.318929692,-0.440668633,0.412669977,-0.23429582,0.649984558,-0.79804948,0,0.097440314,-1.422697782,0.02560198,-0.186939689,0.81337436,0,0.45997413,0.441377646,0.102113209,-0.216409614,0.321642667,-0.821955959,0.318002661,0.19380263,-0.560804149,0.493507028,-0.399135374,0.033691883,-0.202805837,0,-0.091181666
TMEM4,0.071051911,-1.04408288,-0.588452756,0.422419816,0.79109633,-0.215294227,-0.316870421,-0.317777216,-0.0529177,-0.174898684,-0.808993638,-1.978756309,-0.491061896,-0.256961018,-0.353914589,0.093230151,-0.109329887,-0.456670344,-0.491270721,-0.793982387,-1.089874268,0.032189663,-0.320240259,-0.009796716,-0.483890772,0.340704411,-1.585751772,0.127378762,0.115999296,-1.211636305,0.030982526,-0.236494452,-0.055443164,0.936255097,0.495077699
TMEM2,-0.131094545,1.060493559,1.756513566,0.331492156,0,0,-0.208529536,0.026479602,-0.896882192,0.084945605,0.466802359,-0.286650748,0.217840434,0,-0.334302284,-0.346895412,0.174535405,-0.230001867,-0.004327919,-0.313156344,0,0.232170262,-0.071849033,0.088174459,-0.081277721,0.157487273,-0.060977117,-0.279197649,0.23034069,0,0,-0.015310414,0,0,0
TMEM1,-0.145406537,-0.088237778,-0.026421144,0.068498045,0.232435025,0.316235528,-0.098451197,-0.198543056,0.072620764,0.272350014,-0.473578275,-0.673612267,-0.030673482,-0.586194612,0,-0.439636007,-0.211626951,-0.095327631,-0.054140762,-0.23093602,-1.425446317,-0.166025624,-0.172026769,0.175805584,-0.321498405,-0.239201801,-0.905465007,-0.162860349,-0.120453434,0.316636242,-0.037308678,-0.226937056,0.048348606,0.020973713,0
SAP30L,-0.333951056,0,0.248427957,0,-0.266804047,-0.475281626,-0.539340072,-0.435278878,-0.303272508,0,0.096130886,0,0.014235932,0,-0.466930069,-0.368681297,-0.176096291,-0.722946465,-0.632322356,-0.397248447,-0.132347718,-0.355891987,-0.250164513,-0.496161748,-0.444387571,-0.322669559,-0.246876631,-0.149608944,-0.268950094,0,0,-0.333341748,0,0,0
MGC26733,0.37070936,0,0,-0.413313776,0.164488301,-0.465692073,-0.170807093,0.015110268,-0.207036331,0,0.339266747,0,0.090070337,0,0.225186065,0.156717077,0.122071862,0.1739088,-0.070112593,0.212378636,1.70342958,0.11727006,0.067769624,0.256507039,-0.243989959,0.494847417,0.336464077,0.42385909,0.114003576,0.074447989,0,0.286614954,0.868365467,0.134240478,0.22820121
LOC647060,-0.242274448,-0.374000818,-0.335779369,-2.062544346,-1.848270297,-3.567594528,-0.872184932,-0.434413016,-0.824970067,0.654979706,-0.295673758,-2.694314241,-0.700368881,-0.94549948,-0.229542464,-0.28022036,-0.639764607,-0.774070561,-0.697321117,-1.325915456,-1.246138573,-0.38441056,-0.724099994,-0.38270089,-1.232304931,-0.21823673,-1.299992561,-0.308912218,-0.283842295,-2.514184237,-0.757968366,-0.307131082,-0.40474844,-0.929866254,-1.07193327
LOC647065,-0.602516934,0,0,-0.071736962,-0.351183132,0,-0.232129112,-0.406045079,-0.563553028,0.090104997,0,0.802036405,-0.325930491,-0.972104132,-0.267317944,-0.389273971,-0.264344812,-0.02442205,0.583800197,0,1.208578586,-0.27471593,-0.180425644,-0.307091639,0.113824248,-0.848428428,0,-0.497346308,-0.840107873,0.18185535,-0.359520837,-0.131517112,-0.553137317,-0.838615954,0.059467025
HPCAL1,-1.962173939,-3.874955416,-0.422953099,-3.353998184,-3.715156794,-3.500312567,-1.976277709,-2.269369841,-2.657767296,-3.062333822,-1.459919095,-3.066488504,-1.903061032,-1.546360135,-2.459091902,-2.624925137,-1.921409369,-3.089176178,-2.376017809,-2.440291643,-1.486477613,-2.151960373,-2.52116847,-2.324284077,-1.570517302,-2.300342083,0.320998073,-2.147837877,-1.895897388,-3.001787186,-2.478163481,-2.917468309,-1.978688717,-2.726538897,-2.026964664
MGC26744,0.809963527,0,0.550992121,0.525951455,0.483407616,0.376803761,0.099913721,0.345735839,0.627111256,0,0.417051415,0,0.584190816,1.08245936,0,0.349449106,0.481606414,0.355384191,0.128522912,0.563484132,-0.415682594,0.38080445,0.306722716,0.395220374,0.073400473,0.123440509,-0.040129344,0.302458698,0.138016606,-0.138406694,0,0.284377565,0.12589546,0.555183182,0.619922952
HPCAL4,-1.003516555,0.396003604,-0.788800716,0.462075889,0.372264296,-0.150282755,0.343096614,0.076732732,0.153797507,-0.999182105,-0.206991091,-0.583540142,-0.206061825,-0.201698363,-0.671524763,-0.023020754,-0.089766555,-0.283854455,-0.155631542,-0.731137216,-2.155753374,-0.001285094,0.193248019,-0.259486765,0.221499935,0.162730202,-0.408929139,-0.179978654,-0.132986531,0.117703535,-0.034501959,-0.377326727,-0.722155213,-0.419020861,-0.766778946
